key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110
1130,"Défi<hex:021D0103>: la colline a huit yeux","Plus l'araignée est grosse, plus elle chasse des proies de grande taille pour satisfaire son appétit. Ankabut est pro<hex:02160103>ba<hex:02160103>ble<hex:02160103>ment l'un des plus gros spécimens d'arachnide ayant jamais existé en Éorzéa, et personne n'est en sécurité tant qu'elle est en vie. Soyez sans pitié avec cette abomination.","","","","",0,1,0,6866392,61,65,0,0,0,0,60722,60502,0,115,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1131,"Un fourmilion fort mignon","Un fourmilion par<hex:02160103>ti<hex:02160103>cu<hex:02160103>liè<hex:02160103>rement agressif a commencé à étendre son territoire sur celui des M, au grand dam de ces dernières. Abattez-le sans ménagement. Après tout, il n'avait qu'à fourmiller ailleurs.","","Chasseuse des M","","",0,4,0,6865951,67,71,0,8,0,0,60724,60504,0,115,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1132,"Défi<hex:021D0103>: un tyran au ban","Pour envahir Gyr Abania, les Impériaux se sont servis de toute une ménagerie de créatures exotiques. Certaines ont depuis échappé à leur contrôle, comme le terrible Keratyrannos qui fait des ravages dans une région où il n'a pas de prédateur naturel. Éliminez ce déserteur indésirable.","","","","",0,1,0,6853256,67,71,0,0,0,0,60722,60502,0,115,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1133,"Chasse en hauteur","Comme elle en a l'habitude, une jeune Miqo'te de la tribu des M est partie à la recherche de matériaux pour fabriquer des pointes de flèche, mais son terrain de chasse est infesté de dharas des hauteurs plus agressifs qu'à l'accoutumée. Aidez-la en ramassant des pierres aiguisées.","Apporter les pierres aiguisées à la jeune Miqo'te des M","Pierres aiguisées livrées","","",0,2,0,6858559,67,71,2002234,1,0,0,60723,60503,0,0,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1134,"Les caches font de la résistance","Les combattants de la résistance mhigoise ont installé des caches de provisions à travers Gyr Abania pour se préparer à des escarmouches avec l'Empire, mais des teleoceras menacent de dévorer leur contenu. Aidez les soldats à se débarrasser de ces créatures.","","","","",0,1,0,6850927,67,71,0,0,0,0,60721,60501,0,0,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1135,"Défi<hex:021D0103>: martyriser les marids","Les Viras élèvent des marids non seulement pour les utiliser au combat, mais aussi pour leur lait riche en protéines. En revanche, ces pachydermes ont un certain caractère et il n'est pas rare qu'ils s'enfuient. Arrêtez le marid saccageur avant qu'il ne fasse de gros dégâts.","","","","",0,1,0,6873417,67,71,0,0,0,0,60722,60502,0,115,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1136,"Colliers serrés","La nuit dernière, des Anantas de la tribu des Qalyanas ont profité de l'obscurité pour piller l'atelier d'une orfèvre vira. Retrouvez les bijoux volés et apportez-les à l'orfèvre.","Apporter les colliers à l'orfèvre vira","Colliers livrés","","",0,2,0,6858345,67,71,2002235,1,0,0,60723,60503,0,0,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1137,"Défi<hex:021D0103>: ça va barder pour Berda","Une fois de plus, les guerrières de la tribu des M ont entrepris d'aller chasser Berda, le légendaire griffon au plumage opalin. Allez leur prêter main-forte pour qu'elles accomplissent enfin cet exploit.","","","","",0,1,0,6853679,67,71,0,0,0,0,60722,60502,0,115,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1138,"Défi<hex:021D0103>: sœurs vengeresses","Des combattantes anantas veulent se venger du massacre de plusieurs de leurs congénères perpétré par Jateryu, un monstre assoiffé de sang qui arrache les entrailles de ses victimes avec ses griffes acérées. Accompagnez-les pour que justice soit faite.","","","","",0,1,0,6869676,67,71,0,0,0,0,60722,60502,0,115,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1139,"Défi<hex:021D0103>: la fille du soleil","Impressionnée par la brillante façon dont vous avez maîtrisé les marids saccageurs, une guerrière vira respectée appelée Drisana aimerait vous affronter en duel. Faites honneur à votre réputation et prenez le dessus sur celle qu'on surnomme “la fille du soleil”.","","","","",0,1,0,6873418,67,71,0,0,0,0,60722,60502,0,115,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1140,"Honnis soient les canis","Entraînés dès leur naissance à tuer sur commande, les chiens de guerre de l'Empire sont craints de tous. Des témoins affirment que plusieurs de ces molosses mortels se seraient échappés et erreraient à travers Les Marges. Retrouvez les canis et mettez fin à leur rage meurtrière.","","","","",0,1,0,6855372,61,65,0,0,0,0,60721,60501,0,0,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1141,"La chasse gardée des M","Les maîtres d'hast de la tribu des M ne supportent plus que les Qalyanas souillent leurs terrains de chasse sacrés. Venez-leur en aide pour chasser les indésirables.","","","","",0,1,0,6870247,67,71,0,0,0,0,60721,60501,0,0,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1142,"Défi<hex:021D0103>: l'eau, elle aime ça","Nure-onna, dont le nom signifie lit<hex:02160103>té<hex:02160103>ra<hex:02160103>le<hex:02160103>ment “femme mouillée”, est un esprit malfaisant qui prend la forme d'une belle jeune fille pour attirer les hommes dans son antre. Là, elle écorche ses victimes et les donne en pâture aux petits démons gyuki qui lui servent de familiers. Faites-lui payer ses méfaits.","","","","",0,1,0,6906128,62,66,0,0,0,0,60722,60502,0,115,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1143,"De corvée avec les bucorves","Le ballet des bucorves qui nichent sur les multiples îlots de la Mer de Rubis peut être passionnant à observer... de loin. Plus près, le spectacle se transforme en une pluie fournie de guano nauséabond et toxique. Allez chasser ces volatiles pour éviter un désastre sanitaire aux pirates de la Confédération.","","","","",0,1,0,6906399,62,66,0,0,0,0,60721,60501,0,0,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1144,"Défi<hex:021D0103>: à tout jamais","Tous les marins qui sont passés par la Mer de Rubis connaissent la légende de “À tout jamais”, un oiseau qui frôle les navires la nuit en répétant les mots “pour toujours” et “à jamais” avant de disparaître à l'horizon. Au matin, si un tiers de l'équipage a survécu, il peut s'estimer heureux... Mettez fin à cette folie.","","","","",0,1,0,6906456,63,67,0,0,0,0,60722,60502,0,115,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1145,"Défi<hex:021D0103>: on craint gedan","Un gedan solitaire surnommé Keibokuro terrorise le village d'Isari en dévorant le bétail et en ravageant les rizières. On raconte même qu'il murmurerait à l'oreille des enfants d'ignorer leurs tâches et de désobéir aux anciens... Il est temps que quelqu'un se débarrasse de Keibokuro, et ce quelqu'un, c'est vous.","","","","",0,1,0,6906497,63,67,0,0,0,0,60722,60502,0,115,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1146,"Vidange pour les Verts","Un banc de terribles tatsunoko a investi les bassins dans lesquels les Kojin de la tribu des Verts se font dorer au soleil. Renvoyez les épouvantables poissons d'où ils sont venus pour que les hommes-bêtes puissent vivre en paix.","","","","",0,1,0,6910545,62,66,0,0,0,0,60721,60501,0,0,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1147,"Défi<hex:021D0103>: le crabe marche sous la tête","La rumeur enfle à Kugane<hex:021D0103>: la tête de Mishirushi, un assassin exécuté par décapitation, serait revenue à la vie et poursuivrait ses méfaits en découpant d'innocentes jeunes filles avec ses pinces géantes de... crabe. Si une telle monstruosité existe bel et bien, vous devez la mettre hors d'état de nuire au plus vite.","","","","",0,1,0,6910583,62,66,0,0,0,0,60722,60502,0,115,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1148,"Défi<hex:021D0103>: la philosophie d'Agni","Quand elle n'engloutit pas la lave qui jaillit du Couvercle des enfers, l'anala de feu Agni n'a qu'une philosophie<hex:021D0103>: dévorer ceux qui sont assez fous pour l'approcher. Levez la tête, bombez le torse et allez affronter le poing levé les flammes de son courroux.","","","","",0,1,0,6910755,62,66,0,0,0,0,60722,60502,0,115,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1149,"Bons comptes à OK corail","Le Droit de Rubis n'est pas la seule source de revenus pour les pirates de la Confédération. Certains ramassent des coraux et les vendent à Kugane pour arrondir leurs fins de mois. Aidez cette jeune pirate à trouver des morceaux intacts en échange d'une partie de son profit.","Apporter des morceaux de corail intacts à la pirate insouciante","Morceaux de corail livrés","","",0,2,0,6925102,62,66,2002268,1,0,0,60723,60503,0,0,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1150,"Privés de banquet","Le Banquet de coraux, refuge de la Confédération, vient d'être attaqué par des Kojin de la tribu des Rouges qui n'ont pas l'air d'avoir envie de négocier. Donnez un coup de main aux pirates pour qu'ils puissent vite retourner aux affaires courantes.","","","","",0,1,0,6911070,62,66,0,0,0,0,60721,60501,0,0,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1151,"Des serpents dans les îlots","Visiblement mécontents d'être confinés à l'obscurité des grands fonds, des serpents de mer tachetés ont décidé de s'attaquer aux îlots de la Mer de Rubis et à leurs habitants. Faites-leur comprendre qu'ils feraient mieux d'aller cracher leur venin ailleurs.","","","","",0,1,0,6916942,62,66,0,0,0,0,60721,60501,0,0,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1152,"Lâcher de raies","Dans une énième tentative de harceler les pirates de la Confédération, les Rouges ont attiré un banc de raies rayées en territoire confédéré pour qu'elles y sèment la pagaille. Protégez les survivants en attendant l'arrivée des renforts.","","Pirate blessé","","",0,4,0,6913107,62,66,0,8,0,0,60724,60504,0,0,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1153,"Défi<hex:021D0103>: la princesse aux longues dents","Nagori, respectée pirate de la Confédération, a juré de se venger du requin volant qui a dévoré son jeune frère. Cela semble plus facile à dire qu'à faire, puisque la créature en question n'est autre que Yahiro, la redoutée princesse de cette race de squales. Assistez-la dans son entreprise.","","","","",0,1,0,6913194,62,66,0,0,0,0,60722,60502,0,115,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1154,"Athlétiques bibao","Les bibao, des oiseaux prédateurs qui vivent à Yanxia, sont généralement perçus comme un signe de mauvaise fortune. Quand un nuage entier de ces volatiles massifs arrive de l'ouest, vous comprendrez qu'on compte sur vous pour leur faire rebrousser chemin le plus vite possible.","","","","",0,1,0,6918431,63,67,0,0,0,0,60721,60501,0,0,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1155,"Pêche à la bombe","Les plus grands naturalistes éorzéens n'ont toujours pas réussi à déterminer si les poissons-bombos étaient des créatures du néant comme leurs cousins terrestres d'Occident ou simplement une espèce aquatique native d'Hydaelyn. Abattez-en quelques-uns pour le bien de la science.","","","","",0,1,0,6918515,62,66,0,0,0,0,60721,60501,0,0,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1156,"L'écarlate scélérate","Un bataillon de chasseurs kojin et de raies rayées commandé par Amahire l'écarlate vient de lancer une attaque surprise contre l'île de Sakazuki. Repoussez les assaillants dans la Mer de Rubis avant qu'ils ne fassent d'importants dégâts.","","","","",0,1,0,6919179,62,66,0,0,0,0,60721,60501,0,0,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1157,"Mollusque à brusquer","Il arrive au yumemi de rester inactif pendant plusieurs lunes au fond de la Mer de Rubis, accumulant de l'énergie éthérée dans sa coquille. Lorsqu'il en a amassé suf<hex:02160103>fi<hex:02160103>sam<hex:02160103>ment, il remonte à la surface pour chasser hors de l'eau et tuer sans discrimination ce qui passe à proximité. Renvoyez les yumemi à leurs fonds marins.","","","","",0,1,0,6919818,63,67,0,0,0,0,60721,60501,0,0,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1158,"Les horreurs de l'aurore","Une nuée de draguêpes de l'aurore venant de la Steppe d'Azim menace la faune et la flore des îlots de la Mer de Rubis. Les villages côtiers se liguent pour faire face à cette invasion, et votre aide ne serait sûrement pas de refus.","","","","",0,1,0,6919894,63,67,0,0,0,0,60721,60501,0,0,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1159,"Défi<hex:021D0103>: prendre le clandestin par les cornes","De retour de Koshu, des pirates de la Confédération ont eu la surprise de découvrir un passager clandestin dans leur cale<hex:021D0103>: un démon-taureau connu en Hingashi sous le nom de Jinrinki. Personne ne sait comment il est arrivé là, mais vous devez l'abattre avant qu'il ne fasse des victimes.","","","","",0,1,0,6953906,62,66,0,0,0,0,60722,60502,0,115,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1160,"Le butin, ça va, ça vient","Des Kojin de la tribu des Rouges sont sortis des mers pour dérober le butin durement pillé des pirates de la Confédération... Défendez le pirate et stoppez l'avancée des Kojin.","","Pirate de la Confédération","","",0,4,0,6954518,62,66,0,8,0,0,60724,60504,0,0,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1161,"Défi<hex:021D0103>: le chevalier d'écailles","Bien décidés à déposséder les pirates de la Confédération de leur précieux butin, les Kojin de la tribu des Rouges ont choisi pour cette mission un de leurs plus habiles combattants, un vétéran passé maître dans le ninjutsu et connu sous le nom de Katabira le jouvenceau. Montrez-lui qui commande, ici.","","","","",0,1,0,6969196,62,66,0,0,0,0,60722,60502,0,171,0,37,38,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1162,"Reprendre n'est pas voler","Les Rouges ont dépouillé le Kojin vert de plusieurs de ses objets précieux, et celui-ci aimerait les récupérer. Ramassez les coffres qui jonchent le sol et rendez-les à leur pro<hex:02160103>prié<hex:02160103>taire légitime, en prenant soin de ne pas vous faire dépouiller à votre tour...","Ramassez les coffres et rendez-les au Kojin dépouillé","Coffres rendus","","",0,2,0,6977498,63,67,2002269,1,0,0,60723,60503,0,0,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1163,"Maille à partir","Certains disent que les shiranui sont les esprits tourmentés des marins morts en mer, d'autres les signaux annonciateurs de la présence d'une divinité draconique. Mais tout le monde s'accorde sur le fait que leur venue signifie la perte de nombreuses vies innocentes... Repoussez-les pour éviter un nouveau drame.","","","","",0,1,0,6920349,63,67,0,0,0,0,60721,60501,0,0,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1164,"Les vils requins","Quand les requins volants sont toujours affamés même après avoir dévoré tous les poissons à l'horizon, ils se tournent vers les terres où ils chassent tout ce qui leur tombe sous la dent, des oiseaux aux tigres... en passant par les Lalafells<hex:021D0103>! Renvoyez le banc de squales d'où il est venu.","","","","",0,1,0,6920409,62,66,0,0,0,0,60721,60501,0,0,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1165,"Défi<hex:021D0103>: fais tes prières, Sogenbi","Jeté d'une falaise pour avoir volé des reliques de son temple, le prêtre Sogenbi est mort sur le coup mais son esprit est resté dans le monde matériel. Il erre depuis à travers la Mer de Rubis, terrorisant les âmes qu'il rencontre. Faites-lui comprendre qu'il aurait mieux fait de rester à ses méditations.","","","","",0,1,0,6920428,63,67,0,0,0,0,60722,60502,0,115,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1166,"Avant qu'il ne soit taureau tard","Les démons-taureaux connus sous le nom de gyuki préfèrent le climat froid du nord, mais ils s'aventurent parfois au sud jusqu'à la Mer de Rubis lorsque la nourriture se fait rare. Un troupeau est en approche, et si vous ne faites rien, les pêcheurs locaux seront bientôt au chômage technique.","","","","",0,1,0,6920432,62,66,0,0,0,0,60721,60501,0,0,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1167,"Défi<hex:021D0103>: le samouraï vagabond","Après avoir passé plusieurs lunes à s'entraîner dans sa cabane reclue dans les montagnes, Senban “la lame vagabonde” est descendu sur la Mer de Rubis pour trouver des adversaires de valeur et essayer ses nouvelles techniques. Montrez-lui qu'il a encore beaucoup de progrès à faire.","","","","",0,1,0,6950852,62,66,0,0,0,0,60722,60502,0,115,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
