key,0,1,2,3
37,70537,70437,"Terres d'abondance","“Le jeune camelot continue son chemin vers le palais abandonné, les joues caressées par une brise parfumée de verdure...”<hex:02100103><hex:02100103>Les Contes du Camelot sont un célèbre recueil de fables corvosiennes, une région méridionale du continent d'Ilsabard. Ces histoires nées de la plume d'un auteur inconnu, dont l'édition originale remonte à plusieurs siècles, sont encore populaires auprès des enfants du Proche-Orient grâce à leur contenu qui varie selon les époques et les lieux où elles sont racontées.<hex:02100103>Avant de m'engager dans cette aventure, j'ai examiné plusieurs variantes du récit conservées au Noumène. Bien que certaines versions diffèrent considérablement dans leur progression et leur dénouement, la trame principale demeure inchangée : “Un jeune camelot part en quête d'un trésor pour prouver son amour à l'élue de son cœur”. La région de Corvos est toujours le théâtre central de l'intrigue, décrite comme “un endroit magnifique où des plaines luxuriantes s'étendent à perte de vue”. C'est une repré<hex:02160103>sen<hex:02160103>ta<hex:02160103>tion fidèle de cette région qui est réputée pour son climat tempéré, ses terres fertiles et ses récoltes abondantes.<hex:02100103>Malgré l'opulence du lieu, le palais que nous avons exploré était étonnamment vide. On retrouve souvent le thème sous-jacent des ruines abandonnées dans les Contes du Camelot. Parfois, ce palais est même remplacé par un hameau ravagé par des créatures inconnues. Peut-être l'objectif est-il de tenir les lecteurs en haleine en leur transmettant la crainte de la nature et des monstres mystérieux qui la composent."
38,70538,70438,"Le tapis volant","“Le tapis tissé d'étroits fils d'or fend le ciel nocturne dans un gracieux silence, telle une étoile filante.”<hex:02100103><hex:02100103>Notre exploration du palais abandonné nous a permis de mettre la main sur un tapis magique. Après avoir été témoins de sa capacité à se déplacer dans les airs avec aisance et sa capacité à exécuter les ordres de sa pro<hex:02160103>prié<hex:02160103>taire féerique, je suis convaincue de l'authenticité de ce trésor inestimable.<hex:02100103>Comme la belle demoiselle le décrit dans le livre, cet objet est connu dans tout le Proche-Orient comme “un trésor fabriqué sur ordre d'un roi de la région de Corvos, par une fée qu'il avait envoûtée”. Les recherches d'un expert en folklore ont confirmé que cette légende remonte à une époque antérieure à l'écriture des Contes du Camelot. Par conséquent, ce livre possède aussi une grande importance ethnologique, car il offre un regard unique sur les coutumes populaires et les influences culturelles de l'ancienne région de Corvos.<hex:02100103>Ce n'est d'ailleurs que récemment, grâce aux progrès de la magie moderne, que l'on aurait réussi à créer des tapis magiques capables de transporter des voyageurs comme dans les contes et légendes. J'aimerais bien m'allonger à la manière de la fée et somnoler en me laissant porter dans les cieux, mais j'aurais trop peur de me retourner pendant mon sommeil et de tomber en cours de route..."
39,70539,70439,"Une fée ardente","“Lorsque la fée se leva d'un bond, les environs furent sou<hex:02160103>dai<hex:02160103>ne<hex:02160103>ment engloutis par des flammes dévorantes.”<hex:02100103><hex:02100103>Le dernier obstacle sur notre route était un duo qui se complétait à merveille<hex:021D0103>: une fée paresseuse et son fidèle tapis. Au moindre signe d'irritation, cette châtelaine nonchalante abattait sur nous une pluie de feu dévastatrice. Compte tenu de la puissance de ses attaques, je me demande parfois ce qu'il se serait passé si nous l'avions vraiment énervée... Mieux vaut cer<hex:02160103>tai<hex:02160103>ne<hex:02160103>ment ne pas y penser.<hex:02100103>Selon une légende largement répandue dans le Proche-Orient, un roi de la région de Corvos aurait contraint une fée à lui con<hex:02160103>fec<hex:02160103>tion<hex:02160103>ner un tapis magique. Vaincre un adversaire aussi redoutable n'est déjà pas une mince affaire, mais comment ce roi aurait-il pu contraindre une fée aussi paresseuse à travailler<hex:021D0103>? D'autres récits semblables évoquent des procédures compliquées pour conclure un pacte d'allégeance. Dans les grandes lignes, il faudrait d'abord commencer par approcher la fée avec des gestes amicaux, prononcer ensuite une formule spécifique, et enfin lui présenter une œuvre d'art capable de l'émouvoir... Cependant, je n'arrive pas à imaginer cette <hex:021A020203>fée-néante<hex:021A020103> éprouver le moindre intérêt pour ces simagrées."
40,70540,70440,"Des fruits au parfum capiteux","“Le camelot tendit un fruit juteux à son garde du corps pour le remercier de ses bons et loyaux services.”<hex:02100103><hex:02100103>Malgré une texture légèrement différente, les pommes et les raisins que nous avons trouvés en chemin avaient un goût similaire à ceux de Vieille Sharlayan. Cela n'a rien d'étonnant, puisque les variétés que je consomme ha<hex:02160103>bi<hex:02160103>tuel<hex:02160103>le<hex:02160103>ment proviennent du Labyrinthos, dont l'environnement reproduit justement celui du sud du continent d'Ilsabard, où se trouve la région de Corvos. Des souches typiques de cette région ont donc na<hex:02160103>tu<hex:02160103>rel<hex:02160103>le<hex:02160103>ment été sé<hex:02160103>lec<hex:02160103>tion<hex:02160103>nées. J'imagine que les différences mineures que j'ai décelées sont dues au fait que de nombreuses années se sont écoulées depuis la publication des Contes du Camelot, et que ces variétés de fruits ont ainsi été améliorées au fil du temps.<hex:02100103>En d'autres termes, cela signifie que les fruits que j'ai mangés lors de notre escapade littéraire étaient po<hex:02160103>ten<hex:02160103>tiel<hex:02160103>le<hex:02160103>ment les variétés originelles, telles qu'elles étaient cultivées dans l'ancienne région de Corvos<hex:021D0103>! D'ailleurs, j'ai entendu dire que l'occupation de la région par l'empire de Garlemald avait aussi grandement influencé l'agriculture locale, au point que certaines variétés pourraient même avoir totalement disparu... Pouvoir ainsi prendre en main et examiner ces fruits, véritables reliques d'un passé révolu, transforme un simple ouvrage de contes et légendes en une source historique inestimable. Je dois absolument partager ces in<hex:02160103>for<hex:02160103>ma<hex:02160103>tions avec mes amis agronomes de l'académie de magie de Sharlayan<hex:021D0103>!"
41,70541,70441,"Les miroitements de l'océan","“La surface de l'eau agitée par les vagues et la multitude de coquillages éparpillés sur le rivage reflétaient la lumière du soleil, semblant rivaliser d'éclat.”<hex:02100103><hex:02100103>La mer nous a accueilli<hex:020808E905FF02>e<hex:FF01><hex:03>s avec un spectacle époustouflant<hex:021D0103>: tout ce qui s'offrait à notre vue brillait comme autant de pierres précieuses<hex:021D0103>! J'aimerais bien visiter cet endroit de nuit, car je suis convaincue que l'océan nous révélera une autre facette de sa beauté. D'ailleurs, j'ai cru comprendre que l'accumulation de débris microscopiques dans certaines parties du détroit de la région de Corvos, combinée à l'influence de l'éther ambiant, peut parfois teinter les parois rocheuses d'une douce couleur rose. Décidément, la nature et ses merveilles ne cesseront jamais de m'étonner<hex:021D0103>!<hex:02100103>Parmi les variantes des Contes du Camelot que j'ai consultées, une mer somptueuse sert justement de cadre au récit de l'édition de Radz-at-Han. Toutefois, l'intrigue était très différente de l'exemplaire que nous avons parcouru avec <hex:022C0DFF07><hex:022903EB0203><hex:FF02> <hex:0203>. Dans cette version, le camelot et son garde du corps traversent une grotte de corail, pénètrent dans un immense coquillage, puis se laissent guider par une étoile de mer jusqu'au fond de l'océan, où le roi des mers leur donne une perle rose étincelante qu'ils rapportent finalement à la belle demoiselle.<hex:02100103>Coraux, conques, étoiles de mer, perles... Tous ces éléments auraient pu se trouver sur notre route cette fois-ci, mais ils ne m'ont pas semblé avoir une grande importance. Peut-être existe-t-il des embranchements où ils jouent un rôle bien plus central<hex:021D0103>?"
42,70542,70442,"Le joyau du peuple de la mer","“Protégée par un socle de corail, cette perle enveloppée d'une lumière ondoyante fascinait quiconque la regardait par sa beauté éblouissante.”<hex:02100103><hex:02100103>Le trésor laissé par la sirène brillait d'un éclat mystérieux. Même son support de corail était magnifique, arborant une teinte à la fois blanche, bleue et rose, comme s'il avait capturé l'ensemble des couleurs de l'océan. Tout porte à croire que la sphère en son centre est une perle, dont la taille indique qu'elle appartenait à un coquillage encore plus gigantesque. Ce dernier a cer<hex:02160103>tai<hex:02160103>ne<hex:02160103>ment bénéficié des bienfaits de cet environnement marin, propice à sa croissance. J'ai pu examiner at<hex:02160103>ten<hex:02160103>ti<hex:02160103>ve<hex:02160103>ment ce trésor pendant que nous le transportions, et la perle était dans un état impeccable, sans aucune éraflure. Cela prouve qu'elle a été conservée avec grand soin, même au fond de l'eau.<hex:02100103>Mal<hex:02160103>heu<hex:02160103>reu<hex:02160103>se<hex:02160103>ment, l'éclat incomparable de ce trésor n'est pas parvenu à redonner la joie de vivre à la belle demoiselle. L'histoire se termine sur ce constat accablant, mais je me demande ce que le camelot a ensuite fait de la perle... A-t-il malgré tout décidé de l'offrir à sa bien-aimée<hex:021D0103>? Ou bien a-t-il choisi de suivre son conseil et de la vendre dans l'espoir de trouver le bonheur<hex:021D0103>? Cette perle doit ef<hex:02160103>fec<hex:02160103>ti<hex:02160103>ve<hex:02160103>ment valoir une fortune... Et pourtant, malgré sa beauté, sa valeur matérielle ou même sa rareté, elle n'a pas réussi à émouvoir la triste jeune fille."
43,70543,70443,"La sirène de la mer arc-en-ciel","“Du fond des mers résonne la complainte de la sirène. Tandis que lui parvient cette poignante mélopée, le camelot sent sa poitrine se serrer...”<hex:02100103><hex:02100103>La sirène qu'a combattue <hex:022C0DFF07><hex:022903EB0203><hex:FF02> <hex:0203> au bout de la baie dégageait une étrange mélancolie... Peut-être est-ce parce que l'esprit de la lampe m'avait, lui, frappée par son côté enjoué, mais je n'ai pu m'empêcher de noter la tristesse dans son regard, et de m'y attarder alors même que l'histoire suivait simplement son cours.<hex:02100103>Maintenant que j'y pense, il n'y a pas que dans la région de Corvos que l'on trouve des récits mettant en scène des sirènes. Souvent, elles sont dépeintes comme des créatures perfides, aguichant les marins pour mieux les entraîner au fond des océans. Mais nombre de contes les décrivent également comme amies ou amantes d'êtres humains. Dès lors, n'aurait-il pas été envisageable, dans l'ouvrage qui nous intéresse, d'ouvrir le dialogue avec notre sirène, voire de sympathiser avec elle<hex:021D0103>?<hex:02100103>Durant l'af<hex:02160103>fron<hex:02160103>te<hex:02160103>ment, elle s'est servie de son chant pour contrôler des créatures marines. J'en déduis qu'elle possède une affinité par<hex:02160103>ti<hex:02160103>cu<hex:02160103>liè<hex:02160103>re avec la musique. Si nous ne pouvons communiquer avec elle par les mots, peut-être y parviendrons-nous à travers des mélodies. Cela dit, je doute qu'elle puisse entendre nos voix, à moins de trouver un moyen de les faire résonner dans l'eau..."
44,70544,70444,"Une manne marine","“De son œil averti, le camelot contemplait cette mer comme on admire une montagne de trésors.”<hex:02100103><hex:02100103>Certes, je me pâme facilement devant un beau paysage, mais je vous jure que celui-ci valait son pesant d'or<hex:021D0103>: imaginez une mer parsemée d'algues touffues où s'ébat une myriade de poissons aux écailles irisées, quand ce ne sont pas d'énormes crabes agitant leurs grosses pinces... En un mot comme en cent, un garde-manger à ciel ouvert. Un chef cuisinier trouverait là assez de vivres pour concocter un menu cinq étoiles complet.<hex:02100103>Or, malgré des coins poissonneux en veux-tu en voilà, nous n'avons croisé aucun pêcheur au cours de nos pérégrinations, seulement des monstres belliqueux – je suis d'ailleurs bien contente, moi qui suis à peu près aussi douée au combat que le protagoniste des Contes du Camelot, d'avoir pu confier ma protection à un foudre de guerre.<hex:02100103>Peut-être qu'il y avait bien des villages de pêcheurs alentour, et que nous avons simplement manqué de chance. Dommage, j'aurais aimé avoir un aperçu du quotidien de ces gens, et notamment de la façon dont ils sélectionnent et cuisinent les fruits de mer..."
45,70545,70445,"Le ravin magnétique","“Là-bas, tout était sens dessus dessous<hex:021D0103>: de gros rochers flottaient dans les airs, tandis que des petits cailloux s'enfonçaient lourdement dans le sol.”<hex:02100103><hex:02100103>S'il existait un concours des paysages insolites, celui-ci décrocherait sans doute la palme. Dans ce fameux ravin, les rochers sont baignés d'une étrange énergie magnétique qui, en réagissant avec l'éther environnant, les fait léviter comme s'ils ne pesaient rien. Seulement, cet équilibre est précaire<hex:021D0103>: s'il se rompt ne serait-ce qu'un instant, les pierres se mettent aussitôt à choir... Bonjour la surprise<hex:021D0103>!<hex:02100103>Au fond de la vallée, <hex:022C0DFF07><hex:022903EB0203><hex:FF02> <hex:0203> a combattu une sabreuse par<hex:02160103>ti<hex:02160103>cu<hex:02160103>liè<hex:02160103>rement habile. Se languissait-elle depuis toujours d'un adversaire digne de ce nom<hex:021D0103>? Ça ex<hex:02160103>pli<hex:02160103>que<hex:02160103>rait pourquoi elle s'est jetée sur nous sans autre forme de procès. Sachant qu'au Proche-Orient, la coutume est normalement de se saluer en s'inclinant respectueusement... Si nous avions respecté l'étiquette, nous aurions fini le crâne fendu en deux<hex:021D0103>!<hex:02100103>Je me suis renseignée à notre retour<hex:021D0103>: apparemment, il existait jadis dans la région de Corvos une école ancestrale d'escrime baptisée la “Lame infrangible”, dont les en<hex:02160103>traî<hex:02160103>ne<hex:02160103>ments se déroulaient justement au cœur d'une vallée. La règle d'or de ses membres était de défier au combat quiconque s'aventurait sur leur territoire. Ceux qui parvenaient à réchapper de leur séjour en ce lieu étaient reconnus à juste titre comme des épéistes émérites. Quant aux autres, eh bien... Paix à leurs âmes."
46,70546,70446,"La lame gravée de symboles","“Sur la surface de cette lame étaient gravés des motifs complexes et étroitement liés.”<hex:02100103><hex:02100103>Le trésor enfoui dans les profondeurs du ravin était “l'épée du maître d'armes”. Son ornementation était splendide, au point de l'élever indubitablement en une œuvre d'art, mais ce sont surtout les motifs gravés sur la lame qui la distinguaient. En effet, l'école de la “Lame infrangible” utilisait une technique à base d'éther imprégné dans l'arme afin de lancer des attaques magiques<hex:021D0103>; selon toute vraisemblance, lesdits motifs servaient à compresser cet éther, augmentant ainsi la puissance des coups.<hex:02100103>Connaître l'origine de cette technique permet donc de comprendre pourquoi cette région servait de lieu d'en<hex:02160103>traî<hex:02160103>ne<hex:02160103>ment aux épéistes qui la pratiquaient. Le champ magnétique du ravin était si puissant que les roches y lévitaient en permanence. L'ajout d'éther de foudre renforçait encore davantage le magnétisme, tandis que l'éther de terre l'affaiblissait. Il semblerait donc que la maîtrise de la manipulation de ces roches était directement liée à la progression dans la hiérarchie de la Lame infrangible.<hex:02100103>En parcourant les lieux, on constate pourtant que des pierres dotées de propriétés flottantes s'accumulent à certains endroits du sol. À l'instar d'un apprenti de cette école de bretteurs, il serait intéressant de les charger en éther pour étudier le résultat."
47,70547,70447,"Le maître de la Lame infrangible","“L'adepte de la Lame infrangible manie une seule épée aux multiples facettes.”<hex:02100103><hex:02100103>Au bout du chemin se trouvait le maître d'armes de la Lame infrangible, une technique ancestrale de la région de Corvos. Voir l'un d'entre eux se mettre en travers de notre route fut une véritable surprise, car ils étaient censés avoir été éradiqués au cours des conflits contre l'empire de Garlemald. Certes, quelques-uns ont vaillamment résisté jusqu'au bout, mais ils furent tous éliminés jusqu'à ce que le dernier d'entre eux soit capturé et connaisse une fin des plus tragiques. On raconte aussi que les adeptes de la Lame infrangible effectuaient des danses martiales afin de prouver leur loyauté envers leur souverain, mais cette tradition s'est également perdue.<hex:02100103>En ce qui concerne ce genre de performance scénique, il se trouve que les Contes du Camelot contiennent un spectacle de danse similaire dans un décor arc-en-ciel. Toutefois, il n'est pas destiné à la royauté, mais à un autre peuple. Or, si l'objectif du roi était d'augmenter sans fin sa puissance, quel était celui de ce nouveau public<hex:021D0103>? Il est essentiel de comprendre ces subtilités culturelles afin de prévoir le déroulement de l'histoire et d'agir en conséquence au sein du récit."
48,70548,70448,"Formes de vie en conditions extrêmes","“Dans un ravin où de lourds rochers lévitent, le moindre pas en avant peut s'avérer fatal.”<hex:02100103><hex:02100103>Certaines espèces sont capables de survivre dans n'importe quel environnement, même les plus hostiles. D'ailleurs, si je puis me permettre une opinion personnelle, les plus robustes sont généralement les plus savoureuses<hex:021D0103>! Les champignons qui poussent sur les parois du ravin en sont une illustration parfaite<hex:021D0103>: leur aspect et leur texture étaient durs comme la pierre, mais en bouche, ils fondent sur la langue telle la neige au soleil. Un véritable délice, ni plus ni moins<hex:021D0103>! En outre, avec un goût aussi intense, c'est un as<hex:02160103>sai<hex:02160103>son<hex:02160103>ne<hex:02160103>ment idéal pour rehausser la saveur de divers plats.<hex:02100103>En parcourant les pages d'une encyclopédie pour trouver des champignons similaires, j'en ai découvert un composé de puissants éléments hallucinogènes. Ce genre d'effet secondaire était sans doute impossible à reproduire dans un univers virtuel comme celui du livre<hex:021D0103>; malgré cela, il est bon de rappeler que la consommation de champignons aux propriétés inconnues doit être évitée à tout prix. Mieux vaut toujours faire attention à ce qu'on mange, tout comme on regarde où on met les pieds dans un ravin où les pierres ont l'idée saugrenue de flotter dans les airs."
49,70549,70449,"Le trésor rêvé","“Malgré les apparences, c'était l'assiette couverte de suie qui, aux yeux de la belle demoiselle, avait une valeur inestimable.”<hex:02100103><hex:02100103>Les ruines enduites de cendres qui longeaient le bord de mer étaient celles du lieu natal de notre commanditaire. Les villageois avaient pour habitude de communiquer avec les sirènes par l'intermédiaire d'un autel, où ils leur faisaient des offrandes en puisant dans les produits de la terre et de l'océan... jusqu'au jour où l'apparition du monstrueux poisson géant Dandan bouleversât leur existence. Pensant pouvoir sauver les siens, un jeune homme courageux partit s'entraîner dans la montagne pour affronter l'horrible créature, mais celle-ci ne perdit pas son temps à l'attendre<hex:021D0103>: face à la destruction impitoyable de son village, la demoiselle, n'ayant plus personne au monde, alla se réfugier dans la cité qui marque le début du récit.<hex:02100103>Aucun trésor ne pouvait apaiser le chagrin de la pauvre jeune fille, hormis l'assiette couverte de suie qui lui rappelait les souvenirs des moments heureux, et lui donnait ainsi le courage d'aller de l'avant sans se laisser abattre. Quant au camelot qui a risqué sa vie pour dénicher la seule chose qui comptait à ses yeux, nul doute qu'il se sera montré digne de sa confiance.<hex:02100103>Rapporter les objets demandés est la mission principale de tout glaneur, mais contre toute attente, il arrive parfois que le client lui-même ignore ce qu'il désire vraiment. C'est dans ces moments-là que l'idéal transmis par mon père prend tout sens<hex:021D0103>: la capacité de découvrir, à travers l'écoute la plus attentive, ce qui a une valeur inestimable pour autrui."
